Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
Mexico,Mexico,1999,EFConsPerCap,0.0408737733837668,2.51248782381678,0.62076587062083,0.0754924239105991,0.271327200872411,0.358276573343259,3.87922366594765,3A,MX
Mexico,Mexico,2000,BiocapPerCap,0.040198854313669,0,0.360865413785742,0.167365263372376,0.576393111754448,0.290860078359036,1.43568272158527,3A,MX
Mexico,Mexico,2000,EFConsPerCap,0.040198854313669,1.46482805035922,0.625138502478641,0.0725220845609071,0.28958862472556,0.360658501097118,2.85293461753512,3A,MX
Mexico,Mexico,2001,BiocapPerCap,0.0434199847680436,0,0.388702434459165,0.165439573185528,0.567016138549017,0.287353643139922,1.45193177410168,3A,MX
Mexico,Mexico,2001,EFConsPerCap,0.0434199847680436,1.88786946738989,0.662719607604319,0.0741575474958392,0.26286715565375,0.358989364366624,3.29002312727847,3A,MX
Mexico,Mexico,2002,BiocapPerCap,0.0418093121115351,0,0.370599115991053,0.163405703287487,0.559524379466302,0.283592974860101,1.41893148571648,3A,MX
Mexico,Mexico,2002,EFConsPerCap,0.0418093121115351,1.60083194592215,0.668659106824706,0.0809697274529877,0.259417671333673,0.367801854366958,3.01948961801201,3A,MX
Mexico,Mexico,2003,BiocapPerCap,0.0434857139467371,0,0.381733231856199,0.160676951684526,0.549308484000629,0.278632975125554,1.41383735661365,3A,MX
Mexico,Mexico,2003,EFConsPerCap,0.0434857139467371,1.3366856419981,0.665721804185054,0.072048430311622,0.271303825580676,0.335134924716552,2.72438034073874,3A,MX
Mexico,Mexico,2004,BiocapPerCap,0.0434893910777192,0,0.377881219569706,0.158358751028668,0.540476244873433,0.274459955106991,1.39466556165652,3A,MX
Mexico,Mexico,2004,EFConsPerCap,0.0434893910777192,1.02548563099523,0.64300996573026,0.0779999305499423,0.290078915181728,0.31726996532243,2.39733379885731,3A,MX
Mexico,Mexico,2005,BiocapPerCap,0.0385418364756928,0,0.331163681630837,0.155460285229987,0.531166733880024,0.269219538014634,1.32555207523117,3A,MX
Mexico,Mexico,2005,EFConsPerCap,0.0385418364756928,1.54633519177913,0.59599685314175,0.0790313120038992,0.290521301909796,0.317285558297803,2.86771205360807,3A,MX
Mexico,Mexico,2006,BiocapPerCap,0.0426784363353264,0,0.36221762857657,0.152866709161934,0.523489896934514,0.264514779743689,1.34576745075203,3A,MX
